player,team,position,games,year,rank,WAR,WAR/G,Flex WAR,Flex WAR/G
Christian McCaffrey,SF,RB,16,2025,1.0,5.97,0.37,5.0,0.31
Jonathan Taylor,IND,RB,16,2025,2.0,5.52,0.35,4.34,0.27
Bijan Robinson,ATL,RB,16,2025,3.0,5.32,0.33,4.31,0.27
James Cook III,BUF,RB,16,2025,4.0,4.85,0.3,3.98,0.25
Jahmyr Gibbs,DET,RB,16,2025,5.0,4.59,0.29,3.45,0.22
De'Von Achane,MIA,RB,16,2025,6.0,4.48,0.28,3.88,0.24
Derrick Henry,BAL,RB,16,2025,7.0,4.17,0.26,3.36,0.21
Josh Allen,BUF,QB,16,2025,8.0,3.9,0.24,,
Jaxon Smith-Njigba,SEA,WR,16,2025,9.0,3.7,0.23,3.37,0.21
Puka Nacua,LAR,WR,15,2025,10.0,3.65,0.24,3.23,0.22
Kyren Williams,LAR,RB,16,2025,11.0,3.61,0.23,3.12,0.19
Travis Etienne Jr.,JAC,RB,16,2025,12.0,3.46,0.22,2.89,0.18
Josh Jacobs,GB,RB,15,2025,13.0,3.31,0.22,2.63,0.18
Javonte Williams,DAL,RB,16,2025,14.0,3.31,0.21,2.78,0.17
Drake Maye,NE,QB,16,2025,15.0,3.05,0.19,,
D'Andre Swift,CHI,RB,15,2025,16.0,2.98,0.2,2.43,0.16
Matthew Stafford,LAR,QB,16,2025,17.0,2.97,0.19,,
Chase Brown,CIN,RB,16,2025,18.0,2.96,0.18,2.3,0.14
Trey McBride,ARI,TE,16,2025,19.0,2.95,0.18,2.08,0.13
Saquon Barkley,PHI,RB,16,2025,20.0,2.87,0.18,2.3,0.14
George Pickens,DAL,WR,16,2025,21.0,2.7,0.17,2.36,0.15
Patrick Mahomes II,KC,QB,14,2025,22.0,2.64,0.19,,
Dak Prescott,DAL,QB,16,2025,23.0,2.57,0.16,,
Amon-Ra St. Brown,DET,WR,16,2025,24.0,2.55,0.16,2.13,0.13
Trevor Lawrence,JAC,QB,16,2025,25.0,2.53,0.16,,
Ashton Jeanty,LV,RB,16,2025,26.0,2.5,0.16,1.73,0.11
Jalen Hurts,PHI,QB,16,2025,27.0,2.43,0.15,,
Rico Dowdle,CAR,RB,16,2025,28.0,2.42,0.15,1.58,0.1
Ja'Marr Chase,CIN,WR,15,2025,29.0,2.28,0.15,1.95,0.13
Jaylen Warren,PIT,RB,15,2025,30.0,2.27,0.15,1.83,0.12
Breece Hall,NYJ,RB,16,2025,31.0,2.22,0.14,1.61,0.1
Caleb Williams,CHI,QB,16,2025,32.0,2.16,0.14,,
Davante Adams,LAR,WR,14,2025,33.0,2.16,0.15,1.93,0.14
RJ Harvey,DEN,RB,16,2025,34.0,2.02,0.13,1.35,0.08
Justin Herbert,LAC,QB,16,2025,35.0,2.01,0.13,,
Bo Nix,DEN,QB,16,2025,36.0,1.96,0.12,,
Chris Olave,NO,WR,16,2025,37.0,1.95,0.12,1.65,0.1
Jared Goff,DET,QB,16,2025,38.0,1.91,0.12,,
TreVeyon Henderson,NE,RB,16,2025,39.0,1.9,0.12,0.98,0.06
Quinshon Judkins,CLE,RB,14,2025,40.0,1.84,0.13,1.28,0.09
Zach Charbonnet,SEA,RB,15,2025,41.0,1.73,0.12,1.2,0.08
Kenneth Walker III,SEA,RB,16,2025,42.0,1.72,0.11,1.11,0.07
Jaxson Dart,NYG,QB,13,2025,43.0,1.72,0.13,,
Nico Collins,HOU,WR,15,2025,44.0,1.7,0.11,1.51,0.1
Brock Purdy,SF,QB,8,2025,45.0,1.69,0.21,,
Tony Pollard,TEN,RB,16,2025,46.0,1.6,0.1,1.0,0.06
Cam Skattebo,NYG,RB,8,2025,47.0,1.58,0.2,1.24,0.15
George Kittle,SF,TE,10,2025,48.0,1.53,0.15,1.0,0.1
Omarion Hampton,LAC,RB,9,2025,49.0,1.51,0.17,1.19,0.13
Jameson Williams,DET,WR,16,2025,50.0,1.5,0.09,1.13,0.07
Dallas Goedert,PHI,TE,15,2025,51.0,1.5,0.1,0.7,0.05
Kenneth Gainwell,PIT,RB,16,2025,52.0,1.5,0.09,0.66,0.04
Tee Higgins,CIN,WR,14,2025,53.0,1.46,0.1,1.19,0.08
A.J. Brown,PHI,WR,15,2025,54.0,1.45,0.1,1.06,0.07
Daniel Jones,IND,QB,13,2025,55.0,1.44,0.11,,
Drake London,ATL,WR,11,2025,56.0,1.41,0.13,1.06,0.1
J.K. Dobbins,DEN,RB,10,2025,57.0,1.34,0.13,1.12,0.11
Bucky Irving,TB,RB,9,2025,58.0,1.34,0.15,1.1,0.12
Brock Bowers,LV,TE,12,2025,59.0,1.33,0.11,0.65,0.05
Rashee Rice,KC,WR,8,2025,60.0,1.31,0.16,1.16,0.14
Jacory Croskey-Merritt,WAS,RB,16,2025,61.0,1.29,0.08,0.48,0.03
Courtland Sutton,DEN,WR,16,2025,62.0,1.29,0.08,1.05,0.07
CeeDee Lamb,DAL,WR,13,2025,63.0,1.27,0.1,1.13,0.09
David Montgomery,DET,RB,16,2025,64.0,1.27,0.08,0.58,0.04
Tucker Kraft,GB,TE,8,2025,65.0,1.26,0.16,0.8,0.1
Jacoby Brissett,ARI,QB,13,2025,66.0,1.21,0.09,,
Baker Mayfield,TB,QB,16,2025,67.0,1.19,0.07,,
Kimani Vidal,LAC,RB,12,2025,68.0,1.19,0.1,0.54,0.05
Rhamondre Stevenson,NE,RB,13,2025,69.0,1.18,0.09,0.62,0.05
Kareem Hunt,KC,RB,16,2025,70.0,1.15,0.07,0.49,0.03
Lamar Jackson,BAL,QB,12,2025,71.0,1.14,0.1,,
Kyle Monangai,CHI,RB,16,2025,72.0,1.1,0.07,0.4,0.02
Travis Kelce,KC,TE,16,2025,73.0,1.05,0.07,0.22,0.01
Woody Marks,HOU,RB,15,2025,74.0,1.04,0.07,0.41,0.03
Quentin Johnston,LAC,WR,14,2025,75.0,1.04,0.07,0.77,0.06
Christian Watson,GB,WR,10,2025,76.0,1.04,0.1,0.84,0.08
Harold Fannin Jr.,CLE,TE,16,2025,77.0,1.04,0.06,0.21,0.01
DK Metcalf,PIT,WR,15,2025,78.0,1.02,0.07,0.81,0.05
Hunter Henry,NE,TE,16,2025,79.0,1.01,0.06,0.15,0.01
Tetairoa McMillan,CAR,WR,16,2025,80.0,1.01,0.06,0.74,0.05
Jordan Love,GB,QB,15,2025,81.0,0.99,0.07,,
Emeka Egbuka,TB,WR,16,2025,82.0,0.95,0.06,0.58,0.04
Zay Flowers,BAL,WR,16,2025,83.0,0.95,0.06,0.71,0.04
Jaylen Waddle,MIA,WR,16,2025,84.0,0.93,0.06,0.67,0.04
Kyle Pitts Sr.,ATL,TE,16,2025,85.0,0.93,0.06,0.02,0.0
Tyler Warren,IND,TE,16,2025,86.0,0.92,0.06,0.11,0.01
Michael Wilson,ARI,WR,16,2025,87.0,0.87,0.05,0.47,0.03
Tyrone Tracy Jr.,NYG,RB,14,2025,88.0,0.87,0.06,0.29,0.02
Dalton Kincaid,BUF,TE,11,2025,89.0,0.85,0.08,0.27,0.02
Rome Odunze,CHI,WR,12,2025,90.0,0.84,0.07,0.57,0.05
Wan'Dale Robinson,NYG,WR,16,2025,91.0,0.83,0.05,0.49,0.03
Jauan Jennings,SF,WR,14,2025,92.0,0.79,0.06,0.58,0.04
Jordan Mason,MIN,RB,15,2025,93.0,0.77,0.05,0.1,0.01
Blake Corum,LAR,RB,16,2025,94.0,0.77,0.05,-0.05,-0.0
Jake Ferguson,DAL,TE,16,2025,95.0,0.76,0.05,-0.08,-0.01
Alec Pierce,IND,WR,14,2025,96.0,0.74,0.05,0.5,0.04
Aaron Jones Sr.,MIN,RB,12,2025,97.0,0.73,0.06,0.33,0.03
Tyler Allgeier,ATL,RB,16,2025,98.0,0.71,0.04,0.02,0.0
Sam LaPorta,DET,TE,9,2025,99.0,0.67,0.07,0.2,0.02
Stefon Diggs,NE,WR,16,2025,100.0,0.67,0.04,0.42,0.03
Deebo Samuel Sr.,WAS,WR,15,2025,101.0,0.67,0.04,0.41,0.03
Joe Burrow,CIN,QB,7,2025,102.0,0.67,0.1,,
Michael Pittman Jr.,IND,WR,16,2025,103.0,0.65,0.04,0.39,0.02
Darren Waller,MIA,TE,9,2025,104.0,0.64,0.07,0.13,0.01
Justin Fields,NYJ,QB,9,2025,105.0,0.64,0.07,,
Chuba Hubbard,CAR,RB,14,2025,106.0,0.64,0.05,0.01,0.0
Garrett Wilson,NYJ,WR,7,2025,107.0,0.63,0.09,0.5,0.07
DeVonta Smith,PHI,WR,16,2025,108.0,0.63,0.04,0.31,0.02
Sam Darnold,SEA,QB,16,2025,109.0,0.62,0.04,,
Juwan Johnson,NO,TE,16,2025,110.0,0.61,0.04,-0.22,-0.01
DJ Moore,CHI,WR,16,2025,111.0,0.6,0.04,0.21,0.01
C.J. Stroud,HOU,QB,13,2025,112.0,0.59,0.05,,
Colston Loveland,CHI,TE,15,2025,113.0,0.56,0.04,-0.29,-0.02
Jayden Daniels,WAS,QB,7,2025,114.0,0.54,0.08,,
Ladd McConkey,LAC,WR,16,2025,115.0,0.54,0.03,0.24,0.02
AJ Barner,SEA,TE,16,2025,116.0,0.51,0.03,-0.35,-0.02
Rachaad White,TB,RB,16,2025,117.0,0.49,0.03,-0.25,-0.02
Terry McLaurin,WAS,WR,9,2025,118.0,0.42,0.05,0.3,0.03
Aaron Rodgers,PIT,QB,15,2025,119.0,0.4,0.03,,
Malik Nabers,NYG,WR,4,2025,120.0,0.39,0.1,0.21,0.05
Oronde Gadsden II,LAC,TE,14,2025,121.0,0.37,0.03,-0.42,-0.03
Chris Rodriguez Jr.,WAS,RB,12,2025,122.0,0.37,0.03,-0.13,-0.01
Marvin Harrison Jr.,ARI,WR,12,2025,123.0,0.36,0.03,0.15,0.01
Jordan Addison,MIN,WR,13,2025,124.0,0.36,0.03,0.18,0.01
Zach Ertz,WAS,TE,13,2025,125.0,0.35,0.03,-0.33,-0.03
Troy Franklin,DEN,WR,16,2025,126.0,0.34,0.02,-0.04,-0.0
Kayshon Boutte,NE,WR,13,2025,127.0,0.34,0.03,0.04,0.0
Romeo Doubs,GB,WR,16,2025,128.0,0.34,0.02,-0.01,-0.0
Theo Johnson,NYG,TE,15,2025,129.0,0.33,0.02,-0.48,-0.03
Dalton Schultz,HOU,TE,16,2025,130.0,0.32,0.02,-0.52,-0.03
Bryce Young,CAR,QB,15,2025,131.0,0.32,0.02,,
Bam Knight,ARI,RB,12,2025,132.0,0.3,0.03,-0.23,-0.02
Parker Washington,JAC,WR,15,2025,133.0,0.3,0.02,-0.01,-0.0
Alvin Kamara,NO,RB,11,2025,134.0,0.29,0.03,-0.15,-0.01
Justin Jefferson,MIN,WR,16,2025,135.0,0.27,0.02,0.03,0.0
Tyler Shough,NO,QB,10,2025,136.0,0.27,0.03,,
Mike Evans,TB,WR,7,2025,137.0,0.24,0.03,0.15,0.02
Kyler Murray,ARI,QB,5,2025,138.0,0.24,0.05,,
Sean Tucker,TB,RB,16,2025,139.0,0.22,0.01,-0.83,-0.05
Brenton Strange,JAC,TE,11,2025,140.0,0.21,0.02,-0.36,-0.03
Tyreek Hill,MIA,WR,4,2025,141.0,0.21,0.05,0.17,0.04
J.J. McCarthy,MIN,QB,9,2025,142.0,0.2,0.02,,
Mark Andrews,BAL,TE,16,2025,143.0,0.18,0.01,-0.74,-0.05
Colby Parkinson,LAR,TE,14,2025,144.0,0.18,0.01,-0.62,-0.04
Brian Thomas Jr.,JAC,WR,13,2025,145.0,0.18,0.01,-0.02,-0.0
Malik Willis,GB,QB,4,2025,146.0,0.17,0.04,,
Jawhar Jordan,HOU,RB,3,2025,147.0,0.17,0.06,0.07,0.02
Michael Penix Jr.,ATL,QB,9,2025,148.0,0.16,0.02,,
Joe Flacco,CIN,QB,12,2025,149.0,0.16,0.01,,
Tyjae Spears,TEN,RB,12,2025,150.0,0.14,0.01,-0.47,-0.04
James Conner,ARI,RB,4,2025,151.0,0.14,0.04,-0.03,-0.01
Jakobi Meyers,JAC,WR,15,2025,152.0,0.14,0.01,-0.1,-0.01
Devin Singletary,NYG,RB,16,2025,153.0,0.13,0.01,-0.75,-0.05
Davis Mills,HOU,QB,5,2025,154.0,0.11,0.02,,
Theo Wease Jr.,MIA,WR,2,2025,155.0,0.09,0.05,0.07,0.03
Bhayshul Tuten,JAC,RB,14,2025,156.0,0.08,0.01,-0.63,-0.05
Tre Tucker,LV,WR,16,2025,157.0,0.08,0.01,-0.39,-0.02
Keenan Allen,LAC,WR,16,2025,158.0,0.08,0.0,-0.26,-0.02
Carson Wentz,MIN,QB,5,2025,159.0,0.05,0.01,,
Mac Jones,SF,QB,11,2025,160.0,0.05,0.0,,
Michael Carter,ARI,RB,12,2025,161.0,0.05,0.0,-0.51,-0.04
Isiah Pacheco,KC,RB,13,2025,162.0,0.04,0.0,-0.53,-0.04
Nick Chubb,HOU,RB,15,2025,163.0,0.03,0.0,-0.7,-0.05
Tory Horton,SEA,WR,8,2025,164.0,0.03,0.0,-0.19,-0.02
Brittain Brown,CHI,RB,2,2025,165.0,0.01,0.0,-0.1,-0.05
Devin Neal,NO,RB,9,2025,166.0,-0.0,-0.0,-0.47,-0.05
Chris Godwin Jr.,TB,WR,8,2025,167.0,-0.0,-0.0,-0.18,-0.02
Justice Hill,BAL,RB,10,2025,168.0,-0.0,-0.0,-0.69,-0.07
Emanuel Wilson,GB,RB,16,2025,169.0,-0.01,-0.0,-1.02,-0.06
Jameis Winston,NYG,QB,3,2025,170.0,-0.02,-0.01,,
Jalen McMillan,TB,WR,3,2025,171.0,-0.03,-0.01,-0.09,-0.03
Khalil Shakir,BUF,WR,16,2025,172.0,-0.03,-0.0,-0.34,-0.02
Albert Okwuegbunam Jr.,LV,TE,1,2025,173.0,-0.04,-0.04,-0.09,-0.09
Audric Estime,NO,RB,6,2025,174.0,-0.04,-0.01,-0.41,-0.07
Miles Sanders,DAL,RB,4,2025,175.0,-0.05,-0.01,-0.23,-0.06
Shedeur Sanders,CLE,QB,7,2025,176.0,-0.06,-0.01,,
Jacardia Wright,SEA,RB,1,2025,177.0,-0.07,-0.07,-0.13,-0.13
Trey Benson,ARI,RB,5,2025,178.0,-0.07,-0.01,-0.31,-0.06
Amar Johnson,LAC,RB,1,2025,179.0,-0.09,-0.09,-0.17,-0.17
Myles Gaskin,FA,RB,1,2025,180.0,-0.09,-0.09,-0.17,-0.17
David Njoku,CLE,TE,12,2025,181.0,-0.09,-0.01,-0.75,-0.06
Kendall Milton,CIN,RB,1,2025,182.0,-0.1,-0.1,-0.18,-0.18
Sal Cannella,CLE,TE,1,2025,183.0,-0.1,-0.1,-0.16,-0.16
Luther Burden III,CHI,WR,14,2025,184.0,-0.1,-0.01,-0.5,-0.04
Ulysses Bentley IV,IND,RB,1,2025,185.0,-0.1,-0.1,-0.19,-0.19
Keaontay Ingram,KC,RB,1,2025,185.0,-0.1,-0.1,-0.19,-0.19
Chris Collier,LV,RB,1,2025,185.0,-0.1,-0.1,-0.19,-0.19
Deion Hankins,CHI,RB,1,2025,185.0,-0.1,-0.1,-0.19,-0.19
Sincere McCormick,FA,RB,1,2025,185.0,-0.1,-0.1,-0.19,-0.19
Elijah Mitchell,NE,RB,1,2025,185.0,-0.1,-0.1,-0.19,-0.19
Xazavian Valladay,FA,RB,1,2025,185.0,-0.1,-0.1,-0.19,-0.19
Avery Williams,FA,RB,1,2025,185.0,-0.1,-0.1,-0.19,-0.19
Keilan Robinson,NYJ,RB,1,2025,185.0,-0.1,-0.1,-0.19,-0.19
Raheem Blackshear,FA,RB,1,2025,185.0,-0.1,-0.1,-0.19,-0.19
Jashaun Corbin,NE,RB,1,2025,185.0,-0.1,-0.1,-0.19,-0.19
Kye Robichaux,DET,RB,1,2025,185.0,-0.1,-0.1,-0.19,-0.19
Jeff Wilson Jr.,MIA,RB,1,2025,185.0,-0.1,-0.1,-0.19,-0.19
Jordan Mims,TEN,RB,1,2025,185.0,-0.1,-0.1,-0.19,-0.19
Michael Burton,DEN,RB,1,2025,185.0,-0.1,-0.1,-0.19,-0.19
Jared Wayne,HOU,WR,1,2025,200.0,-0.1,-0.1,-0.13,-0.13
Jaylen Wright,MIA,RB,10,2025,201.0,-0.1,-0.01,-0.72,-0.07
Jaret Patterson,LAC,RB,5,2025,202.0,-0.11,-0.02,-0.4,-0.08
Andrew DePaola,MIN,TE,1,2025,203.0,-0.12,-0.12,-0.19,-0.19
Kenny Yeboah,FA,TE,1,2025,203.0,-0.12,-0.12,-0.19,-0.19
CJ Dippre,NE,TE,1,2025,203.0,-0.12,-0.12,-0.19,-0.19
Princeton Fant,DAL,TE,1,2025,203.0,-0.12,-0.12,-0.19,-0.19
Nikola Kalinic,CHI,TE,1,2025,203.0,-0.12,-0.12,-0.19,-0.19
Zach Horton,DET,TE,1,2025,203.0,-0.12,-0.12,-0.19,-0.19
Lawrence Cager,WAS,TE,1,2025,203.0,-0.12,-0.12,-0.19,-0.19
Zach Davidson,NYG,TE,1,2025,203.0,-0.12,-0.12,-0.19,-0.19
Tyler Ott,WAS,TE,1,2025,203.0,-0.12,-0.12,-0.19,-0.19
Drake Dabney,GB,TE,1,2025,203.0,-0.12,-0.12,-0.19,-0.19
Patrick Murtagh,DEN,TE,1,2025,203.0,-0.12,-0.12,-0.19,-0.19
Malik Cunningham,DET,WR,1,2025,214.0,-0.13,-0.13,-0.18,-0.18
Kendre Miller,NO,RB,7,2025,215.0,-0.13,-0.02,-0.52,-0.07
Jeremiah Webb,NE,WR,1,2025,216.0,-0.14,-0.14,-0.19,-0.19
Jordan Moore,CIN,WR,1,2025,216.0,-0.14,-0.14,-0.19,-0.19
Kristian Wilkerson,FA,WR,1,2025,216.0,-0.14,-0.14,-0.19,-0.19
River Cracraft,WAS,WR,1,2025,216.0,-0.14,-0.14,-0.19,-0.19
Bryson Green,ARI,WR,1,2025,216.0,-0.14,-0.14,-0.19,-0.19
Ja'Corey Brooks,WAS,WR,1,2025,216.0,-0.14,-0.14,-0.19,-0.19
Jacob Cowing,SF,WR,1,2025,216.0,-0.14,-0.14,-0.19,-0.19
Brandon Smith,NE,WR,1,2025,216.0,-0.14,-0.14,-0.19,-0.19
Cade McDonald,FA,WR,1,2025,216.0,-0.14,-0.14,-0.19,-0.19
Ronnie Bell,NO,WR,1,2025,216.0,-0.14,-0.14,-0.19,-0.19
Chandler Brayboy,JAC,WR,1,2025,216.0,-0.14,-0.14,-0.19,-0.19
